id,observed_on,time_observed_at,time_zone,quality_grade,url,image_url,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,place_guess,latitude,longitude,geoprivacy,place_town_name,place_county_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_family_name,taxon_genus_name,taxon_species_name
104188607,1/1/22,2022-01-01 21:16:00 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/104188607,https://inaturalist-open-data.s3.amazonaws.com/photos/174558650/medium.jpeg,,1,0,FALSE,"Sunol Wilderness Regional Preserve, CA, USA",37.530981,-121.819691,,,Alameda,coyote brush,Baccharis pilularis,coyote brush,Plantae,53359,Asteraceae,Baccharis,Baccharis pilularis
104188609,1/1/22,2022-01-01 21:40:00 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/104188609,https://inaturalist-open-data.s3.amazonaws.com/photos/174558689/medium.jpeg,,1,0,FALSE,"Sunol Wilderness Regional Preserve, CA, USA",37.52706,-121.827025,,,Alameda,Shepherd's-Purse,Capsella bursa-pastoris,shepherd's-purse,Plantae,56121,Brassicaceae,Capsella,Capsella bursa-pastoris
104667115,1/8/22,2022-01-08 12:46:02 UTC,UTC,research,https://www.inaturalist.org/observations/104667115,https://static.inaturalist.org/photos/175431146/medium.jpg,,2,0,FALSE,"Sunol Wilderness Regional Preserve, Sunol, CA, US",37.52339505,-121.8332193,,,Alameda,blue elder,Sambucus cerulea,blue elder,Plantae,143799,Viburnaceae,Sambucus,Sambucus cerulea
104681782,1/9/22,2022-01-09 11:15:26 UTC,UTC,research,https://www.inaturalist.org/observations/104681782,https://inaturalist-open-data.s3.amazonaws.com/photos/175458008/medium.jpg,,1,0,FALSE,"Sunol Wilderness Regional Preserve, Sunol, CA, US",37.52003833,-121.8227083,,,Alameda,milkmaids,Cardamine californica,milkmaids,Plantae,49651,Brassicaceae,Cardamine,Cardamine californica
104690215,1/8/22,2022-01-08 23:06:55 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/104690215,https://inaturalist-open-data.s3.amazonaws.com/photos/175475965/medium.jpeg,large population amidst cattle grazing slopes,1,0,FALSE,"Sunol Regional Wilderness, Alameda County, US-CA, US",37.50961603,-121.8241447,,,Alameda,redmaids,Calandrinia menziesii,redmaids,Plantae,400267,Montiaceae,Calandrinia,Calandrinia menziesii
104737731,1/10/22,2022-01-10 17:25:00 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/104737731,https://inaturalist-open-data.s3.amazonaws.com/photos/175566290/medium.jpg,,1,0,FALSE,"Sunol Regional Wilderness, Alameda, California, United States",37.53108167,-121.819465,,,Alameda,coyote brush,Baccharis pilularis,coyote brush,Plantae,53359,Asteraceae,Baccharis,Baccharis pilularis
104737735,1/10/22,2022-01-10 18:22:00 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/104737735,https://inaturalist-open-data.s3.amazonaws.com/photos/175566314/medium.jpg,,1,0,FALSE,"Alameda County, CA, USA",37.531835,-121.8135,,,Alameda,orange bush monkeyflower,Diplacus aurantiacus,orange bush monkeyflower,Plantae,777371,Phrymaceae,Diplacus,Diplacus aurantiacus
104737736,1/10/22,2022-01-10 18:19:00 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/104737736,https://inaturalist-open-data.s3.amazonaws.com/photos/175566322/medium.jpg,,1,0,FALSE,"Alameda County, CA, USA",37.532265,-121.8130783,,,Alameda,Common Yarrow,Achillea millefolium,common yarrow,Plantae,52821,Asteraceae,Achillea,Achillea millefolium
105020588,1/15/22,2022-01-15 16:30:15 UTC,Eastern Time (US & Canada),research,https://www.inaturalist.org/observations/105020588,https://inaturalist-open-data.s3.amazonaws.com/photos/176110491/medium.jpg,,1,0,FALSE,"Sunol Wilderness Regional Preserve, Sunol, CA, US",37.520095,-121.8215633,,,Alameda,milkmaids,Cardamine californica,milkmaids,Plantae,49651,Brassicaceae,Cardamine,Cardamine californica
105082798,1/16/22,2022-01-16 13:56:54 UTC,UTC,research,https://www.inaturalist.org/observations/105082798,https://inaturalist-open-data.s3.amazonaws.com/photos/176229756/medium.jpg,,1,0,FALSE,"Sunol Wilderness Regional Preserve, Sunol, CA, US",37.51079805,-121.8228383,,,Alameda,miner's lettuce,Claytonia perfoliata,miner's lettuce,Plantae,52994,Montiaceae,Claytonia,Claytonia perfoliata
